 1_AMB_TEMP, 2_AMB_TEMP, 3_AMB_TEMP, 4_AMB_TEMP, 5_AMB_TEMP, 6_AMB_TEMP, 7_AMB_TEMP, 8_AMB_TEMP, 9_AMB_TEMP, 1_CH4, 2_CH4, 3_CH4, 4_CH4, 5_CH4, 6_CH4, 7_CH4, 8_CH4, 9_CH4, 1_CO, 2_CO, 3_CO, 4_CO, 5_CO, 6_CO, 7_CO, 8_CO, 9_CO, 1_NMHC, 2_NMHC, 3_NMHC, 4_NMHC, 5_NMHC, 6_NMHC, 7_NMHC, 8_NMHC, 9_NMHC, 1_NO, 2_NO, 3_NO, 4_NO, 5_NO, 6_NO, 7_NO, 8_NO, 9_NO, 1_NO2, 2_NO2, 3_NO2, 4_NO2, 5_NO2, 6_NO2, 7_NO2, 8_NO2, 9_NO2, 1_NOx, 2_NOx, 3_NOx, 4_NOx, 5_NOx, 6_NOx, 7_NOx, 8_NOx, 9_NOx, 1_O3, 2_O3, 3_O3, 4_O3, 5_O3, 6_O3, 7_O3, 8_O3, 9_O3, 1_PM10, 2_PM10, 3_PM10, 4_PM10, 5_PM10, 6_PM10, 7_PM10, 8_PM10, 9_PM10, 1_PM2.5, 2_PM2.5, 3_PM2.5, 4_PM2.5, 5_PM2.5, 6_PM2.5, 7_PM2.5, 8_PM2.5, 9_PM2.5, 1_RAINFALL, 2_RAINFALL, 3_RAINFALL, 4_RAINFALL, 5_RAINFALL, 6_RAINFALL, 7_RAINFALL, 8_RAINFALL, 9_RAINFALL, 1_RH, 2_RH, 3_RH, 4_RH, 5_RH, 6_RH, 7_RH, 8_RH, 9_RH, 1_SO2, 2_SO2, 3_SO2, 4_SO2, 5_SO2, 6_SO2, 7_SO2, 8_SO2, 9_SO2, 1_THC, 2_THC, 3_THC, 4_THC, 5_THC, 6_THC, 7_THC, 8_THC, 9_THC, 1_WD_HR, 2_WD_HR, 3_WD_HR, 4_WD_HR, 5_WD_HR, 6_WD_HR, 7_WD_HR, 8_WD_HR, 9_WD_HR, 1_WIND_DIREC, 2_WIND_DIREC, 3_WIND_DIREC, 4_WIND_DIREC, 5_WIND_DIREC, 6_WIND_DIREC, 7_WIND_DIREC, 8_WIND_DIREC, 9_WIND_DIREC, 1_WIND_SPEED, 2_WIND_SPEED, 3_WIND_SPEED, 4_WIND_SPEED, 5_WIND_SPEED, 6_WIND_SPEED, 7_WIND_SPEED, 8_WIND_SPEED, 9_WIND_SPEED, 1_WS_HR, 2_WS_HR, 3_WS_HR, 4_WS_HR, 5_WS_HR, 6_WS_HR, 7_WS_HR, 8_WS_HR, 9_WS_HR,10_PM2.5
32.0,33.0,34.0,34.0,34.0,34.0,33.0,33.0,32.0,1.6,1.6,1.6,1.6,1.6,1.6,1.5,1.5,1.6,0.23,0.22,0.22,0.23,0.22,0.21,0.21,0.26,0.29,0.12,0.07,0.06,0.08,0.05,0.05,0.05,0.06,0.08,2.8,2.4,1.9,1.9,2.0,1.6,1.9,2.3,2.6,5.1,4.5,4.6,5.7,5.1,5.0,4.4,5.2,6.8,7.9,6.9,6.5,7.6,7.1,6.6,6.3,7.6,9.4,33.0,43.0,51.0,52.0,54.0,47.0,37.0,33.0,26.0,7.0,16.0,22.0,24.0,25.0,28.0,29.0,27.0,22.0,8.0,11.0,16.0,23.0,25.0,17.0,11.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,51.0,48.0,51.0,55.0,54.0,58.0,60.0,61.0,1.8,1.5,1.1,2.9,3.3,3.5,3.4,3.5,2.9,1.7,1.6,1.6,1.7,1.6,1.6,1.6,1.6,1.6,200.0,198.0,199.0,212.0,238.0,243.0,254.0,249.0,234.0,202.0,192.0,184.0,206.0,237.0,254.0,251.0,257.0,220.0,5.1,4.5,4.0,2.7,4.0,3.4,3.5,3.6,2.8,4.5,4.4,3.9,2.3,3.0,3.0,3.0,3.0,3.0,9.0
33.0,34.0,34.0,34.0,34.0,33.0,33.0,32.0,32.0,1.6,1.6,1.6,1.6,1.6,1.5,1.5,1.6,1.6,0.22,0.22,0.23,0.22,0.21,0.21,0.26,0.29,0.3,0.07,0.06,0.08,0.05,0.05,0.05,0.06,0.08,0.1,2.4,1.9,1.9,2.0,1.6,1.9,2.3,2.6,2.4,4.5,4.6,5.7,5.1,5.0,4.4,5.2,6.8,8.9,6.9,6.5,7.6,7.1,6.6,6.3,7.6,9.4,11.0,43.0,51.0,52.0,54.0,47.0,37.0,33.0,26.0,19.0,16.0,22.0,24.0,25.0,28.0,29.0,27.0,22.0,20.0,11.0,16.0,23.0,25.0,17.0,11.0,6.0,7.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,48.0,51.0,55.0,54.0,58.0,60.0,61.0,60.0,1.5,1.1,2.9,3.3,3.5,3.4,3.5,2.9,2.4,1.6,1.6,1.7,1.6,1.6,1.6,1.6,1.6,1.7,198.0,199.0,212.0,238.0,243.0,254.0,249.0,234.0,213.0,192.0,184.0,206.0,237.0,254.0,251.0,257.0,220.0,193.0,4.5,4.0,2.7,4.0,3.4,3.5,3.6,2.8,1.9,4.4,3.9,2.3,3.0,3.0,3.0,3.0,3.0,2.4,12.0
34.0,34.0,34.0,34.0,33.0,33.0,32.0,32.0,31.0,1.6,1.6,1.6,1.6,1.5,1.5,1.6,1.6,1.6,0.22,0.23,0.22,0.21,0.21,0.26,0.29,0.3,0.37,0.06,0.08,0.05,0.05,0.05,0.06,0.08,0.1,0.11,1.9,1.9,2.0,1.6,1.9,2.3,2.6,2.4,2.7,4.6,5.7,5.1,5.0,4.4,5.2,6.8,8.9,10.0,6.5,7.6,7.1,6.6,6.3,7.6,9.4,11.0,13.0,51.0,52.0,54.0,47.0,37.0,33.0,26.0,19.0,15.0,22.0,24.0,25.0,28.0,29.0,27.0,22.0,20.0,15.0,16.0,23.0,25.0,17.0,11.0,6.0,7.0,9.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,51.0,55.0,54.0,58.0,60.0,61.0,60.0,66.0,1.1,2.9,3.3,3.5,3.4,3.5,2.9,2.4,1.6,1.6,1.7,1.6,1.6,1.6,1.6,1.6,1.7,1.8,199.0,212.0,238.0,243.0,254.0,249.0,234.0,213.0,172.0,184.0,206.0,237.0,254.0,251.0,257.0,220.0,193.0,159.0,4.0,2.7,4.0,3.4,3.5,3.6,2.8,1.9,1.5,3.9,2.3,3.0,3.0,3.0,3.0,3.0,2.4,1.6,14.0
34.0,34.0,34.0,33.0,33.0,32.0,32.0,31.0,30.0,1.6,1.6,1.6,1.5,1.5,1.6,1.6,1.6,1.6,0.23,0.22,0.21,0.21,0.26,0.29,0.3,0.37,0.34,0.08,0.05,0.05,0.05,0.06,0.08,0.1,0.11,0.11,1.9,2.0,1.6,1.9,2.3,2.6,2.4,2.7,2.6,5.7,5.1,5.0,4.4,5.2,6.8,8.9,10.0,11.0,7.6,7.1,6.6,6.3,7.6,9.4,11.0,13.0,13.0,52.0,54.0,47.0,37.0,33.0,26.0,19.0,15.0,12.0,24.0,25.0,28.0,29.0,27.0,22.0,20.0,15.0,23.0,23.0,25.0,17.0,11.0,6.0,7.0,9.0,12.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,55.0,54.0,58.0,60.0,61.0,60.0,66.0,69.0,2.9,3.3,3.5,3.4,3.5,2.9,2.4,1.6,2.9,1.7,1.6,1.6,1.6,1.6,1.6,1.7,1.8,1.7,212.0,238.0,243.0,254.0,249.0,234.0,213.0,172.0,181.0,206.0,237.0,254.0,251.0,257.0,220.0,193.0,159.0,180.0,2.7,4.0,3.4,3.5,3.6,2.8,1.9,1.5,2.6,2.3,3.0,3.0,3.0,3.0,3.0,2.4,1.6,2.3,11.0
34.0,34.0,33.0,33.0,32.0,32.0,31.0,30.0,30.0,1.6,1.6,1.5,1.5,1.6,1.6,1.6,1.6,1.6,0.22,0.21,0.21,0.26,0.29,0.3,0.37,0.34,0.32,0.05,0.05,0.05,0.06,0.08,0.1,0.11,0.11,0.1,2.0,1.6,1.9,2.3,2.6,2.4,2.7,2.6,3.5,5.1,5.0,4.4,5.2,6.8,8.9,10.0,11.0,12.0,7.1,6.6,6.3,7.6,9.4,11.0,13.0,13.0,15.0,54.0,47.0,37.0,33.0,26.0,19.0,15.0,12.0,11.0,25.0,28.0,29.0,27.0,22.0,20.0,15.0,23.0,38.0,25.0,17.0,11.0,6.0,7.0,9.0,12.0,14.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,54.0,58.0,60.0,61.0,60.0,66.0,69.0,74.0,3.3,3.5,3.4,3.5,2.9,2.4,1.6,2.9,3.6,1.6,1.6,1.6,1.6,1.6,1.7,1.8,1.7,1.7,238.0,243.0,254.0,249.0,234.0,213.0,172.0,181.0,184.0,237.0,254.0,251.0,257.0,220.0,193.0,159.0,180.0,188.0,4.0,3.4,3.5,3.6,2.8,1.9,1.5,2.6,2.8,3.0,3.0,3.0,3.0,3.0,2.4,1.6,2.3,2.8,16.0
34.0,33.0,33.0,32.0,32.0,31.0,30.0,30.0,29.0,1.6,1.5,1.5,1.6,1.6,1.6,1.6,1.6,1.6,0.21,0.21,0.26,0.29,0.3,0.37,0.34,0.32,0.25,0.05,0.05,0.06,0.08,0.1,0.11,0.11,0.1,0.07,1.6,1.9,2.3,2.6,2.4,2.7,2.6,3.5,2.4,5.0,4.4,5.2,6.8,8.9,10.0,11.0,12.0,7.5,6.6,6.3,7.6,9.4,11.0,13.0,13.0,15.0,10.0,47.0,37.0,33.0,26.0,19.0,15.0,12.0,11.0,12.0,28.0,29.0,27.0,22.0,20.0,15.0,23.0,38.0,39.0,17.0,11.0,6.0,7.0,9.0,12.0,14.0,11.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,58.0,60.0,61.0,60.0,66.0,69.0,74.0,74.0,3.5,3.4,3.5,2.9,2.4,1.6,2.9,3.6,2.1,1.6,1.6,1.6,1.6,1.7,1.8,1.7,1.7,1.7,243.0,254.0,249.0,234.0,213.0,172.0,181.0,184.0,177.0,254.0,251.0,257.0,220.0,193.0,159.0,180.0,188.0,181.0,3.4,3.5,3.6,2.8,1.9,1.5,2.6,2.8,2.9,3.0,3.0,3.0,3.0,2.4,1.6,2.3,2.8,3.0,11.0
33.0,33.0,32.0,32.0,31.0,30.0,30.0,29.0,29.0,1.5,1.5,1.6,1.6,1.6,1.6,1.6,1.6,1.6,0.21,0.26,0.29,0.3,0.37,0.34,0.32,0.25,0.18,0.05,0.06,0.08,0.1,0.11,0.11,0.1,0.07,0.03,1.9,2.3,2.6,2.4,2.7,2.6,3.5,2.4,1.8,4.4,5.2,6.8,8.9,10.0,11.0,12.0,7.5,4.2,6.3,7.6,9.4,11.0,13.0,13.0,15.0,10.0,6.0,37.0,33.0,26.0,19.0,15.0,12.0,11.0,12.0,14.0,29.0,27.0,22.0,20.0,15.0,23.0,38.0,39.0,32.0,11.0,6.0,7.0,9.0,12.0,14.0,11.0,16.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,60.0,61.0,60.0,66.0,69.0,74.0,74.0,72.0,3.4,3.5,2.9,2.4,1.6,2.9,3.6,2.1,1.8,1.6,1.6,1.6,1.7,1.8,1.7,1.7,1.7,1.6,254.0,249.0,234.0,213.0,172.0,181.0,184.0,177.0,183.0,251.0,257.0,220.0,193.0,159.0,180.0,188.0,181.0,188.0,3.5,3.6,2.8,1.9,1.5,2.6,2.8,2.9,3.7,3.0,3.0,3.0,2.4,1.6,2.3,2.8,3.0,3.1,14.0
33.0,32.0,32.0,31.0,30.0,30.0,29.0,29.0,29.0,1.5,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,0.26,0.29,0.3,0.37,0.34,0.32,0.25,0.18,0.19,0.06,0.08,0.1,0.11,0.11,0.1,0.07,0.03,0.05,2.3,2.6,2.4,2.7,2.6,3.5,2.4,1.8,1.7,5.2,6.8,8.9,10.0,11.0,12.0,7.5,4.2,6.0,7.6,9.4,11.0,13.0,13.0,15.0,10.0,6.0,7.6,33.0,26.0,19.0,15.0,12.0,11.0,12.0,14.0,11.0,27.0,22.0,20.0,15.0,23.0,38.0,39.0,32.0,28.0,6.0,7.0,9.0,12.0,14.0,11.0,16.0,11.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,61.0,60.0,66.0,69.0,74.0,74.0,72.0,75.0,3.5,2.9,2.4,1.6,2.9,3.6,2.1,1.8,2.6,1.6,1.6,1.7,1.8,1.7,1.7,1.7,1.6,1.7,249.0,234.0,213.0,172.0,181.0,184.0,177.0,183.0,192.0,257.0,220.0,193.0,159.0,180.0,188.0,181.0,188.0,192.0,3.6,2.8,1.9,1.5,2.6,2.8,2.9,3.7,2.9,3.0,3.0,2.4,1.6,2.3,2.8,3.0,3.1,2.9,7.0
32.0,32.0,31.0,30.0,30.0,29.0,29.0,29.0,28.0,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,0.29,0.3,0.37,0.34,0.32,0.25,0.18,0.19,0.17,0.08,0.1,0.11,0.11,0.1,0.07,0.03,0.05,0.03,2.6,2.4,2.7,2.6,3.5,2.4,1.8,1.7,1.7,6.8,8.9,10.0,11.0,12.0,7.5,4.2,6.0,6.0,9.4,11.0,13.0,13.0,15.0,10.0,6.0,7.6,7.7,26.0,19.0,15.0,12.0,11.0,12.0,14.0,11.0,11.0,22.0,20.0,15.0,23.0,38.0,39.0,32.0,28.0,26.0,7.0,9.0,12.0,14.0,11.0,16.0,11.0,14.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,60.0,66.0,69.0,74.0,74.0,72.0,75.0,78.0,2.9,2.4,1.6,2.9,3.6,2.1,1.8,2.6,2.1,1.6,1.7,1.8,1.7,1.7,1.7,1.6,1.7,1.7,234.0,213.0,172.0,181.0,184.0,177.0,183.0,192.0,171.0,220.0,193.0,159.0,180.0,188.0,181.0,188.0,192.0,164.0,2.8,1.9,1.5,2.6,2.8,2.9,3.7,2.9,3.2,3.0,2.4,1.6,2.3,2.8,3.0,3.1,2.9,2.8,7.0
32.0,31.0,30.0,30.0,29.0,29.0,29.0,28.0,28.0,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,0.3,0.37,0.34,0.32,0.25,0.18,0.19,0.17,0.15,0.1,0.11,0.11,0.1,0.07,0.03,0.05,0.03,0.02,2.4,2.7,2.6,3.5,2.4,1.8,1.7,1.7,1.8,8.9,10.0,11.0,12.0,7.5,4.2,6.0,6.0,4.5,11.0,13.0,13.0,15.0,10.0,6.0,7.6,7.7,6.3,19.0,15.0,12.0,11.0,12.0,14.0,11.0,11.0,13.0,20.0,15.0,23.0,38.0,39.0,32.0,28.0,26.0,19.0,9.0,12.0,14.0,11.0,16.0,11.0,14.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,66.0,69.0,74.0,74.0,72.0,75.0,78.0,81.0,2.4,1.6,2.9,3.6,2.1,1.8,2.6,2.1,2.5,1.7,1.8,1.7,1.7,1.7,1.6,1.7,1.7,1.6,213.0,172.0,181.0,184.0,177.0,183.0,192.0,171.0,171.0,193.0,159.0,180.0,188.0,181.0,188.0,192.0,164.0,178.0,1.9,1.5,2.6,2.8,2.9,3.7,2.9,3.2,3.2,2.4,1.6,2.3,2.8,3.0,3.1,2.9,2.8,2.9,5.0
31.0,30.0,30.0,29.0,29.0,29.0,28.0,28.0,28.0,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,0.37,0.34,0.32,0.25,0.18,0.19,0.17,0.15,0.14,0.11,0.11,0.1,0.07,0.03,0.05,0.03,0.02,0.02,2.7,2.6,3.5,2.4,1.8,1.7,1.7,1.8,0.7,10.0,11.0,12.0,7.5,4.2,6.0,6.0,4.5,5.2,13.0,13.0,15.0,10.0,6.0,7.6,7.7,6.3,5.8,15.0,12.0,11.0,12.0,14.0,11.0,11.0,13.0,13.0,15.0,23.0,38.0,39.0,32.0,28.0,26.0,19.0,18.0,12.0,14.0,11.0,16.0,11.0,14.0,7.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,69.0,74.0,74.0,72.0,75.0,78.0,81.0,84.0,1.6,2.9,3.6,2.1,1.8,2.6,2.1,2.5,2.5,1.8,1.7,1.7,1.7,1.6,1.7,1.7,1.6,1.6,172.0,181.0,184.0,177.0,183.0,192.0,171.0,171.0,182.0,159.0,180.0,188.0,181.0,188.0,192.0,164.0,178.0,179.0,1.5,2.6,2.8,2.9,3.7,2.9,3.2,3.2,2.9,1.6,2.3,2.8,3.0,3.1,2.9,2.8,2.9,3.2,3.0
30.0,30.0,29.0,29.0,29.0,28.0,28.0,28.0,28.0,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,0.34,0.32,0.25,0.18,0.19,0.17,0.15,0.14,0.11,0.11,0.1,0.07,0.03,0.05,0.03,0.02,0.02,0.02,2.6,3.5,2.4,1.8,1.7,1.7,1.8,0.7,0.7,11.0,12.0,7.5,4.2,6.0,6.0,4.5,5.2,4.8,13.0,15.0,10.0,6.0,7.6,7.7,6.3,5.8,5.5,12.0,11.0,12.0,14.0,11.0,11.0,13.0,13.0,15.0,23.0,38.0,39.0,32.0,28.0,26.0,19.0,18.0,16.0,14.0,11.0,16.0,11.0,14.0,7.0,7.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,74.0,74.0,72.0,75.0,78.0,81.0,84.0,85.0,2.9,3.6,2.1,1.8,2.6,2.1,2.5,2.5,2.5,1.7,1.7,1.7,1.6,1.7,1.7,1.6,1.6,1.6,181.0,184.0,177.0,183.0,192.0,171.0,171.0,182.0,182.0,180.0,188.0,181.0,188.0,192.0,164.0,178.0,179.0,183.0,2.6,2.8,2.9,3.7,2.9,3.2,3.2,2.9,3.9,2.3,2.8,3.0,3.1,2.9,2.8,2.9,3.2,3.1,3.0
30.0,29.0,29.0,29.0,28.0,28.0,28.0,28.0,28.0,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,0.32,0.25,0.18,0.19,0.17,0.15,0.14,0.11,0.12,0.1,0.07,0.03,0.05,0.03,0.02,0.02,0.02,0.02,3.5,2.4,1.8,1.7,1.7,1.8,0.7,0.7,1.5,12.0,7.5,4.2,6.0,6.0,4.5,5.2,4.8,3.8,15.0,10.0,6.0,7.6,7.7,6.3,5.8,5.5,5.3,11.0,12.0,14.0,11.0,11.0,13.0,13.0,15.0,15.0,38.0,39.0,32.0,28.0,26.0,19.0,18.0,16.0,12.0,11.0,16.0,11.0,14.0,7.0,7.0,5.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,74.0,72.0,75.0,78.0,81.0,84.0,85.0,85.0,3.6,2.1,1.8,2.6,2.1,2.5,2.5,2.5,1.9,1.7,1.7,1.6,1.7,1.7,1.6,1.6,1.6,1.6,184.0,177.0,183.0,192.0,171.0,171.0,182.0,182.0,180.0,188.0,181.0,188.0,192.0,164.0,178.0,179.0,183.0,180.0,2.8,2.9,3.7,2.9,3.2,3.2,2.9,3.9,2.6,2.8,3.0,3.1,2.9,2.8,2.9,3.2,3.1,2.9,6.0
29.0,29.0,29.0,28.0,28.0,28.0,28.0,28.0,28.0,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.5,0.25,0.18,0.19,0.17,0.15,0.14,0.11,0.12,0.15,0.07,0.03,0.05,0.03,0.02,0.02,0.02,0.02,0.03,2.4,1.8,1.7,1.7,1.8,0.7,0.7,1.5,1.8,7.5,4.2,6.0,6.0,4.5,5.2,4.8,3.8,3.7,10.0,6.0,7.6,7.7,6.3,5.8,5.5,5.3,5.4,12.0,14.0,11.0,11.0,13.0,13.0,15.0,15.0,15.0,39.0,32.0,28.0,26.0,19.0,18.0,16.0,12.0,5.0,16.0,11.0,14.0,7.0,7.0,5.0,3.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,72.0,75.0,78.0,81.0,84.0,85.0,85.0,82.0,2.1,1.8,2.6,2.1,2.5,2.5,2.5,1.9,1.1,1.7,1.6,1.7,1.7,1.6,1.6,1.6,1.6,1.6,177.0,183.0,192.0,171.0,171.0,182.0,182.0,180.0,188.0,181.0,188.0,192.0,164.0,178.0,179.0,183.0,180.0,186.0,2.9,3.7,2.9,3.2,3.2,2.9,3.9,2.6,2.7,3.0,3.1,2.9,2.8,2.9,3.2,3.1,2.9,2.8,6.0
29.0,29.0,28.0,28.0,28.0,28.0,28.0,28.0,29.0,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.5,1.5,0.18,0.19,0.17,0.15,0.14,0.11,0.12,0.15,0.26,0.03,0.05,0.03,0.02,0.02,0.02,0.02,0.03,0.19,1.8,1.7,1.7,1.8,0.7,0.7,1.5,1.8,2.5,4.2,6.0,6.0,4.5,5.2,4.8,3.8,3.7,4.7,6.0,7.6,7.7,6.3,5.8,5.5,5.3,5.4,7.3,14.0,11.0,11.0,13.0,13.0,15.0,15.0,15.0,16.0,32.0,28.0,26.0,19.0,18.0,16.0,12.0,5.0,12.0,11.0,14.0,7.0,7.0,5.0,3.0,3.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,75.0,78.0,81.0,84.0,85.0,85.0,82.0,79.0,1.8,2.6,2.1,2.5,2.5,2.5,1.9,1.1,1.0,1.6,1.7,1.7,1.6,1.6,1.6,1.6,1.6,1.7,183.0,192.0,171.0,171.0,182.0,182.0,180.0,188.0,192.0,188.0,192.0,164.0,178.0,179.0,183.0,180.0,186.0,199.0,3.7,2.9,3.2,3.2,2.9,3.9,2.6,2.7,3.2,3.1,2.9,2.8,2.9,3.2,3.1,2.9,2.8,2.7,12.0
29.0,28.0,28.0,28.0,28.0,28.0,28.0,29.0,30.0,1.6,1.6,1.6,1.6,1.6,1.6,1.5,1.5,1.6,0.19,0.17,0.15,0.14,0.11,0.12,0.15,0.26,0.32,0.05,0.03,0.02,0.02,0.02,0.02,0.03,0.19,0.53,1.7,1.7,1.8,0.7,0.7,1.5,1.8,2.5,2.9,6.0,6.0,4.5,5.2,4.8,3.8,3.7,4.7,7.1,7.6,7.7,6.3,5.8,5.5,5.3,5.4,7.3,10.0,11.0,11.0,13.0,13.0,15.0,15.0,15.0,16.0,24.0,28.0,26.0,19.0,18.0,16.0,12.0,5.0,12.0,17.0,14.0,7.0,7.0,5.0,3.0,3.0,6.0,6.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,78.0,81.0,84.0,85.0,85.0,82.0,79.0,69.0,2.6,2.1,2.5,2.5,2.5,1.9,1.1,1.0,1.9,1.7,1.7,1.6,1.6,1.6,1.6,1.6,1.7,2.1,192.0,171.0,171.0,182.0,182.0,180.0,188.0,192.0,202.0,192.0,164.0,178.0,179.0,183.0,180.0,186.0,199.0,205.0,2.9,3.2,3.2,2.9,3.9,2.6,2.7,3.2,5.6,2.9,2.8,2.9,3.2,3.1,2.9,2.8,2.7,4.4,7.0
28.0,28.0,28.0,28.0,28.0,28.0,29.0,30.0,32.0,1.6,1.6,1.6,1.6,1.6,1.5,1.5,1.6,1.6,0.17,0.15,0.14,0.11,0.12,0.15,0.26,0.32,0.29,0.03,0.02,0.02,0.02,0.02,0.03,0.19,0.53,0.51,1.7,1.8,0.7,0.7,1.5,1.8,2.5,2.9,3.2,6.0,4.5,5.2,4.8,3.8,3.7,4.7,7.1,9.2,7.7,6.3,5.8,5.5,5.3,5.4,7.3,10.0,12.0,11.0,13.0,13.0,15.0,15.0,15.0,16.0,24.0,34.0,26.0,19.0,18.0,16.0,12.0,5.0,12.0,17.0,18.0,7.0,7.0,5.0,3.0,3.0,6.0,6.0,12.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,81.0,84.0,85.0,85.0,82.0,79.0,69.0,61.0,2.1,2.5,2.5,2.5,1.9,1.1,1.0,1.9,3.1,1.7,1.6,1.6,1.6,1.6,1.6,1.7,2.1,2.1,171.0,171.0,182.0,182.0,180.0,188.0,192.0,202.0,202.0,164.0,178.0,179.0,183.0,180.0,186.0,199.0,205.0,204.0,3.2,3.2,2.9,3.9,2.6,2.7,3.2,5.6,4.2,2.8,2.9,3.2,3.1,2.9,2.8,2.7,4.4,4.4,18.0
28.0,28.0,28.0,28.0,28.0,29.0,30.0,32.0,33.0,1.6,1.6,1.6,1.6,1.5,1.5,1.6,1.6,1.6,0.15,0.14,0.11,0.12,0.15,0.26,0.32,0.29,0.28,0.02,0.02,0.02,0.02,0.03,0.19,0.53,0.51,0.35,1.8,0.7,0.7,1.5,1.8,2.5,2.9,3.2,2.1,4.5,5.2,4.8,3.8,3.7,4.7,7.1,9.2,7.8,6.3,5.8,5.5,5.3,5.4,7.3,10.0,12.0,9.9,13.0,13.0,15.0,15.0,15.0,16.0,24.0,34.0,42.0,19.0,18.0,16.0,12.0,5.0,12.0,17.0,18.0,37.0,7.0,5.0,3.0,3.0,6.0,6.0,12.0,7.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,84.0,85.0,85.0,82.0,79.0,69.0,61.0,53.0,2.5,2.5,2.5,1.9,1.1,1.0,1.9,3.1,2.1,1.6,1.6,1.6,1.6,1.6,1.7,2.1,2.1,1.9,171.0,182.0,182.0,180.0,188.0,192.0,202.0,202.0,203.0,178.0,179.0,183.0,180.0,186.0,199.0,205.0,204.0,196.0,3.2,2.9,3.9,2.6,2.7,3.2,5.6,4.2,3.9,2.9,3.2,3.1,2.9,2.8,2.7,4.4,4.4,4.1,21.0
28.0,28.0,28.0,28.0,29.0,30.0,32.0,33.0,33.0,1.6,1.6,1.6,1.5,1.5,1.6,1.6,1.6,1.6,0.14,0.11,0.12,0.15,0.26,0.32,0.29,0.28,1.88,0.02,0.02,0.02,0.03,0.19,0.53,0.51,0.35,0.27,0.7,0.7,1.5,1.8,2.5,2.9,3.2,2.1,2.1,5.2,4.8,3.8,3.7,4.7,7.1,9.2,7.8,12.0,5.8,5.5,5.3,5.4,7.3,10.0,12.0,9.9,15.0,13.0,15.0,15.0,15.0,16.0,24.0,34.0,42.0,41.0,18.0,16.0,12.0,5.0,12.0,17.0,18.0,37.0,23.0,5.0,3.0,3.0,6.0,6.0,12.0,7.0,18.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,85.0,85.0,82.0,79.0,69.0,61.0,53.0,59.0,2.5,2.5,1.9,1.1,1.0,1.9,3.1,2.1,6.8,1.6,1.6,1.6,1.6,1.7,2.1,2.1,1.9,1.8,182.0,182.0,180.0,188.0,192.0,202.0,202.0,203.0,224.0,179.0,183.0,180.0,186.0,199.0,205.0,204.0,196.0,225.0,2.9,3.9,2.6,2.7,3.2,5.6,4.2,3.9,2.8,3.2,3.1,2.9,2.8,2.7,4.4,4.4,4.1,3.0,21.0
